What happened?	nan2 aim2?	何在？	zěnme le?	怎么了？	何.在2	wav	falira.lyjotafis
What has happened to her?	nan2 aim2 zap2?	何在彼？	Tā zěnmele?	她怎么了？	何.在2.彼	wav, oga	falira.lyjotafis
Listen to him.	lua1 can2 zap2.	耳識彼。	Tīng tā shuō.	听他说。	耳識.彼	wav	falira.lyjotafis
Are you listening to me?	mua2 aim2 lua1 can2 pai2 yn2?	汝在耳識我乎？	nǐ zài tīng wǒ shuō ma?	你在听我说吗？	汝.在.耳識.我.乎	wav	falira.lyjotafis
How are you lately?	cei2 ka1 kia1 em nan2?	周此日如何？	Zuìjìn zěnmeyàng a?	最近怎么样啊？	周.此日.如.何	wav	falira.lyjotafis
You've been good lately?	cei2 ka1 kia1 mok1 kait yn2?	周此日行善乎？	Zuìjìn hǎo ma?	最近好吗？	周.此日.行善.乎	wav	falira.lyjotafis
How do you feel?	mua2 hia1 sak2 em nan2?	汝心来如何？	Nǐ juéde zěnmeyàng?	你觉得怎么样？	汝.心来.如.何	wav, oga	falira.lyjotafis
I think your work is ok.	pai2 hia1 mua2 naip2 uo1 kait.	我心汝労件善。	wǒ juéde nǐ de gōngzuò kěyǐ.	我觉得你的工作可以。	我.心2.汝2.労件.善	wav, oga	falira.lyjotafis
I want to take a look.	pai2 hia1 mok1 ta1.	我心行目。	wǒ xiǎng kànkan.	我想看看。	我.心.行目	wav, oga	falira.lyjotafis
He can't do it.	zap2 mun1 py zau.	彼無力為。	Tā bù huì zuò.	他不会做。	彼.無.力.為	wav, oga	falira.lyjotafis
The students don't listen to me.	nui2 cuk2 mun1 lua1 can2 pai2.	学人無耳識我。	Xuésheng bù tīng wǒ shuō.	学生不听我说。	学人.無.耳識.我	wav, oga	falira.lyjotafis
I love you.	pai2 hia1 mua2.	我心汝。	Wǒ ài nǐ.	我爱你。	我.心3.汝	wav, oga	falira.lyjotafis
He does not like his work.	zap2 mun1 hia1 kait zap2 a naip2.	彼無心善彼之労。	Tā bù xǐhuan tā de gōngzuò.	他不喜欢他的工作。	彼.無.心善.彼.之.労2	wav, oga	falira.lyjotafis
Do you like your work?	mua2 hia1 kait mua2 a naip2 yn2?	汝心善汝之労乎？	Nǐ xǐhuan nǐ de gōngzuò ma?	你喜欢你的工作吗？	汝.心善.汝.之.労2.乎	wav, oga	falira.lyjotafis
I like Ai'ren Republic.	pai2 hia1 kait ai2 sip1.	我心善冠国。	Wǒ xǐhuan Guānguó.	我喜欢冠国。	我.心善.冠国	wav, oga	falira.lyjotafis
Is Ai'ren Republic big?	ai2 sip1 ma1 yn2?	冠国大乎？	Guānguó dà ma?	冠国大吗？	冠国.大.乎	wav, oga	falira.lyjotafis
Ai'ren Republic is not big.	ai2 sip1 mun1 ma1.	冠国無大。	Guānguó bù dà.	冠国不大。	冠国.無.大	wav, oga	falira.lyjotafis
He's a Vefisaitē.	zap2 uep1 cuk2.	彼淮人。	Tā shì Huáiguó rén.	他是淮国人。	彼.∅.淮人	wav, oga	falira.lyjotafis
I am a Vefisaitē.	pai2 uep1 cuk2.	我淮人。	Wǒ shì Huáiguórén.	我是淮国人。	我.∅.淮人	wav, oga	falira.lyjotafis
He likes the Vefisait Republic.	zap2 hia1 kait uep1 sip1.	彼心善淮国。	Tā hěn xǐhuan Huáiguó.	他很喜欢淮国。	彼.心善.淮国	wav, oga	falira.lyjotafis
Is the Vefisait Republic big?	uep1 sip1 ma1 yn2?	淮国大乎？	Huáiguó dà ma?	淮国大吗？	淮国.大.乎	wav, oga	falira.lyjotafis
Who is he?	zap2 nan2 cuk2?	彼何人？	Tā shì shéi?	他是谁？	彼.何2.人	wav, oga	falira.lyjotafis
Who is your student?	nan2 mua2 a nui2 cuk2?	何汝之学人？	Shéi shì nǐ de xuésheng?	谁是你的学生？	何2.∅2.汝.之.学人	wav, oga	falira.lyjotafis
How do I get to Makati?	pai2 em nan2 mok1 syt2 tun2?	我如何行天神？	Wǒ zěnme qù Tiānshén?	我怎么去天神？	我.如2.何.行.天神	wav, oga	falira.lyjotafis
She will go to Makati.	zap2 mok1 mok1 syt2 tun2.	彼行行天神。	Tā yào qù Tiānshén.	她要去天神。	彼.行2.行.天神	wav, oga	falira.lyjotafis
Are you of Ai'ren Republic?	mua2 ai2 cuk2 yn2?	汝冠人乎？	Nín shì Guānguórén ma?	您是冠国人吗？	汝.∅.冠人.乎	wav, oga	falira.lyjotafis
I'm going to Makati.	pai2 mok1 mok1 syt2 tun2.	我行行天神。	Wǒ yào qù Tiānshén.	我要去天神。	我.行2.行.天神	wav, oga	falira.lyjotafis
Would you like to go to Makati?	mua2 hia1 mok1 syt2 tun2.	汝心行天神。	Nǐ xiǎng qù Tiānshén ma?	你想去天神吗？	汝.心.行.天神	wav, oga	falira.lyjotafis
This is the Vefisait Republic.	ka1 hue uep1 sip1.	此処淮国。	zhèlǐ shì Huáiguó.	这里是淮国。	此処.∅.淮国	wav, oga	falira.lyjotafis
Where am I? (literally "Where is here?")	ka1 hue nan2 hue?	此処何処？	zhèlǐ shì nǎli a?	这里是哪里啊？	此処.∅.何処	wav, oga	falira.lyjotafis
This is my home.	ka1 pai2 mut2.	此我家。	Zhè shì wǒ jiā.	这是我家。	此.∅.我2.家	wav, oga	falira.lyjotafis
Makati is a big place.	syt2 tun2 ma1 hue.	天神大処。	Tiānshén shì gè dà de dìfang.	天神是个大的地方。	天神.∅.大処	wav, oga	falira.lyjotafis
I'm from the Vefisait Republic.	pai2 sak2 uep1 sip1.	我来淮国。	Wǒ cóng Huáiguó lái.	我从淮国来。	我.来.淮国		
I want to know who has come.	pai2 hia1 can2 nan2 cuk2 sak2.	我心識何人来。	wǒ xiǎng zhīdào shéi lái le.	我想知道谁来了。	我.心.識2.何2.人.来2	oga	jekto.vatimeliju
When will you come to Ai'ren Republic?	mua2 nan2 kak sak2 ai2 sip1?	汝何時来冠国？	Nǐ shénme shíhòu lái Guānguó?	你什么时候来冠国？	汝.何時.来3.冠国	oga	jekto.vatimeliju
The student has not come.	nui2 cuk2 mun1 sak2 ta.	学人無来終。	Xuésheng méi lái.	学生没来。	学人.無.来2.終	oga	jekto.vatimeliju
What do you want to do today?	ka1 kia1 mua2 hia1 zau nan2?	此日汝心為何？	Nǐ jīntiān xiǎng zuò shénme?	你今天想做什么？	此日.汝.心.為.何	oga	jekto.vatimeliju
Are you going to come today?	ka1 kia1 mua2 sak2 yn2?	此日汝来乎？	Nǐ jīntiān huì lái ma?	你今天会来吗？	此日.汝.来2.乎	oga	jekto.vatimeliju
What would he like to do today?	ka1 kia1 zap2 hia1 zau nan2?	此日彼心為何？	Tā jīntiān xiǎng zuò shénme?	他今天想做什么？	此日.彼.心.為.何	oga	jekto.vatimeliju
Did you understand?	mua2 can2 sak2 yn2?	汝識来乎？	Nǐ tīng dǒng le ma?	你听懂了吗？	汝.識来.乎	oga	jekto.vatimeliju
I understand.	pai2 can2 sak2.	我識来。	Wǒ dǒng le.	我懂了。	我.識来	oga	jekto.vatimeliju
I heard and understood.	pai2 lua1 ua can2 sak2.	我耳而識来。	Wǒ tīng dǒng le. (verb+result grammar: ting+dong)	我听懂了。	我.耳.而.識来	oga	jekto.vatimeliju
He is my friend.	zap2 pai2 a hi1.	彼我之友。	Tā shì wǒ de péngyou.	他是我的朋友。	彼.∅.我.之.友		
I like your friend very much.	pai2 kit hia1 kait mua2 hi1.	我極心善汝友。	Wǒ hěn xǐhuan nǐ de péngyou.	我很喜欢你的朋友。	我.極.心善.汝2.友	oga	jekto.vatimeliju
My friend did not come.	pai2 hi1 mun1 sak2 ta.	我友無来終。	Wǒ de péngyou méi lái.	我的朋友没来。	我2.友.無.来2.終	oga	jekto.vatimeliju
Do you like my friend?	mua2 hia1 kait pai2 hi1 yn2?	汝心善我友乎？	Nǐ xǐhuan wǒ péngyou ma?	你喜欢我朋友吗？	汝.心善.我2.友.乎		
What does your friend want to do?	mua2 hi1 hia1 zau nan2?	汝友心為何？	Nǐ péngyǒu xiǎng zuò shénme?	你朋友想做什么？	汝2.友.心.為.何	oga	jekto.vatimeliju
They are my friends.	zap2 ge pai2 a hi1.	彼等我之友。	Tāmen dōu shì wǒ de péngyou.	他们都是我的朋友。	彼等.∅.我.之.友		
We're friends.	pai2 ge hi1.	我等友。	Wǒmen shì péngyou.	我们是朋友。	我等.∅.友		
I don't understand what he's saying.	pai2 mun1 can2 zap2 zep1.	我無識彼言。	Wǒ tīng bù dǒng tā shuō de huà.	我听不懂他说的话。	我.無.識#言.彼.識!言	oga	jekto.vatimeliju
When will you tell me?	nan2 kak mua2 zep1 mok1 pai2?	何時汝言行我？	Nǐ shénme shíhòu gàosù wǒ?	你什么时候告诉我？	何時.汝.言.行3.我	oga	jekto.vatimeliju
When can you tell me?	nan2 kak mua2 py zep1 mok1 pai2?	何時汝力言行我？	Shénme shíhou kěyǐ gàosu wǒ?	什么时候可以告诉我？	何時.汝.力.言.行3.我	oga	jekto.vatimeliju
Can you tell me what this is?	mua2 py zep1 ka1 nan2?	汝力言此何？	nǐ néng gàosu wǒ zhè shì shénme ma?	你能告诉我这是什么吗？	汝.力.言2.此.何		
This is my book.	ka1 pai2 a ak1.	此我之書。	zhè shì wǒ de shū.	这是我的书。	此.∅.我.之.書		
He likes this book.	zap2 hia1 kait ka1 ak1.	彼心善此書。	Tā xǐhuan zhè běn shū.	他喜欢这本书。	彼.心善.此2.書	oga	jekto.vatimeliju
I don't like this book.	zap2 mun1 hia1 kait ka1 ak1.	我無心善此書。	Wǒ bù xǐhuan zhè běn shū.	我不喜欢这本书。	我.無.心善.此2.書	oga	jekto.vatimeliju
Which book is your book?	ie ka1 nan2 ak1 mua2 a (a)?	於此何書汝之(噫)？	nǎ běn shì nǐ de shū? (also na ben shu shi ni de?)	哪本是你的书？	於2.此.何2.書.汝.之.(噫)		
That book is mine.	zap2 ak1 pai2 a (a).	彼書我之(噫)。	Nà běn shū shì wǒ de.	那本书是我的。	彼3.書.我.之.(噫)		
What do you want?	mua2 hia1 guk2 nan2?	汝心受何？	nǐ xiǎng yào shénme?	你想要什么？	汝.心受.何	oga	jekto.vatimeliju
Give the book to whomever wants it.	tui2 ka1 ak1 ie hia1 guk2 a cuk2 a be1.	与此書於心受之人之全。	zhè běn shū, shéi xiǎng yào, jiù gěi shéi ba. (1st shei = 2nd shei, same person)	这本书谁想要就给谁吧。	与.此2.書.於1.心受.之2.人.之.全	oga	jekto.vatimeliju
Let's go.	mok1.	行。	zǒu ba. (add 吧 = proposal, not harsh)	走吧。	行	oga	jekto.vatimeliju
Go when you want. / Go if you want.	mua2 hia1 mok1 ua mok1.	汝心行而行。	Nǐ xiǎng zǒu jiù zǒu ba.	你想走就走吧。	汝.心.行.而.行	oga	jekto.vatimeliju
Do whatever he tells you.	mua2 zau zap2 mua2 zep1 a be1.	汝為彼汝言之全。	tā gēn nǐ shuō shénme, nǐ jiù zuò shénme. (1st shenme = 2nd shenme = sentence subject)	他跟你说什么，你就做什么。	汝.為.彼.汝.言3.之.全		
Would you like to eat with me?	mua2 hia1 at pai2 iam1 yn2?	汝心加我口乎？	Nǐ xiǎng gēn wǒ yīqǐ chī fàn ma?	你想跟我一起吃饭吗？	汝.心.加.我.口.乎		
I gave you a book.	pai2 tui2 ta ie mua2 ak1.	我与終於汝書。	wǒ gěi le nǐ yī běn shū.	我给了你一本书。	我.与.終.於1.汝.書	oga	jekto.vatimeliju
I work with him.	pai2 at zap2 naip2.	我加彼労。	Wǒ gēn tā yīqǐ gōngzuò.	我跟他一起工作。	我.加.彼.労	oga	jekto.vatimeliju
"I also want to." "Then go with us!"	pai2 bap hia1. ua pai2 ge mok1 a!	「我同心。」「而我等行噫。」	"Wǒ yě xiǎng." "Nà gēn wǒmen yī qǐ qù ba!"	「我也想。」 「那跟我们一起去吧！」	我.同.心.而.我等.行.噫	oga	jekto.vatimeliju
Please come with me.	hia1 at pai2 sak2 ut2.	心加我来下。	Qǐng gēn wǒ lái.	请跟我来。	心0.加.我.来2.下	oga	jekto.vatimeliju
Please let me through / pardon me	hia1 tui2 pai2 mok1.	心与我行。	Qǐng ràng yī ràng!	请让一让！	心0.与2.我.行	oga	jekto.vatimeliju
Qa, sit down.	kua2. ut2 ie cy2.	筆。下於席。	Xiǎo Bǐ, zuò ba.	小筆,坐吧。	筆.下2.於1.席	oga	jekto.vatimeliju
Do you like school?	mua2 hia1 kait nui2 hue.	汝心善学処。	Nǐ xǐhuan xuéxiào ma?	你喜欢学校吗？	汝.心善.学処	oga	jekto.vatimeliju
I am at school.	pai2 aim2 ie nui2 hue.	我在於学処。	Wǒ zài xuéxiào.	我在学校。	我.在3.於.学処	oga	jekto.vatimeliju
The students don't like school.	nui2 cuk2 mun1 hia1 kait nui2 hue.	学人無心善学処。	Xuéshēng bù xǐhuan xuéxiào.	学生不喜欢学校。	学人.無.心善.学処	oga	jekto.vatimeliju
I'm going to school.	pai2 mok1 mok1 nui2 hue.	我行行学処。	Wǒ yào qù xuéxiào.	我要去学校。	我.行2.行.学処	oga	jekto.vatimeliju
Where is the school?	nui2 hue nan2 hue?	学処何処？	Xuéxiào zài nǎli?	学校在哪里？	学処.何処	oga	jekto.vatimeliju
This school is very big.	ka1 nui2 hue kit ma1.	此学処極大。	Zhè suǒ xuéxiào hěn dà.	这所学校很大。	此2.学処.極.大	oga	jekto.vatimeliju
I'm a teacher.	pai2 tui2 nui2 a cuk2.	我与学之人。	Wǒ shì lǎoshī.	我是老师。	我.与#学.与!学.之2.人	oga	jekto.vatimeliju
She is our teacher.	zap2 pai2 ge a tui2 nui2 cuk2.	彼我等之与学人。	Tā shì wǒmen de lǎoshī.	她是我们的老师。	彼.∅.我等.之.与学人	oga	jekto.vatimeliju
They are good teachers.	zap2 ge kait tui2 nui2 cuk2.	彼等善与学人。	tāmen dōu shì hǎo lǎoshī.	他们都是好老师。	彼等.∅.善2.与学人	oga	jekto.vatimeliju
Are you going to go see the teacher?	mua2 mok1 ta1 tui2 nui2 cuk2 yn2?	汝行目与学人乎？	Nǐ yào qù kàn lǎoshī ma?	你要去看老师吗？	汝.行目2.与学人.乎	oga	jekto.vatimeliju
He is going to see the teacher.	zap2 mok1 ta1 tui2 nui2 cuk2.	彼行目与学人。	Tā yào qù kàn lǎoshī.	他要去看老师。	彼.行目2.与学人	oga	jekto.vatimeliju
The teacher is going to school.	tui2 nui2 cuk2 mok1 mok1 nui2 hue.	与学人行行学処。	Lǎoshī yào qù xuéxiào.	老师要去学校。	与学人.行2.行.学処	oga	jekto.vatimeliju
Where is the teacher going?	tui2 nui2 cuk2 mok1 nan2 hue?	与学人行何処？	Lǎoshī qù nǎli?	老师去哪里？	与学人.行.何処	oga	jekto.vatimeliju
Listen to the teacher.	lua1 can2 tui2 nui2 cuk2.	耳識与学人。	Tīng lǎoshī shuō.	听老师说。	耳識.与学人	oga	jekto.vatimeliju
The teacher is of Ai'ren Republic.	tui2 nui2 cuk2 ai2 sip1 a (a).	与学人冠国之(噫)。	Lǎoshī shì Guānguórén.	老师是冠国人。	与学人.冠国.之.(噫)		
I don't understand what the teacher says.	pai2 mun1 can2 tui2 nui2 cuk2 zep1.	我無識与学人言。	Wǒ tīng bù dǒng lǎoshī shuō de huà.	我听不懂老师说的话。	我.無.識#言.与学人.識!言	oga	jekto.vatimeliju
She wants to be a teacher.	zap2 hia1 mok1 tui2 nui2 cuk2.	彼心行与学人。	Tā xiǎng dāng lǎoshī.	她想当老师。	彼.心.行4.与学人	oga	jekto.vatimeliju
Are you studying?	mua2 aim2 nui2 yn2?	汝在学乎？	nín xuéxí ma?	您学习吗？	汝.在.学.乎	oga	jekto.vatimeliju
He told me when I should say "yes".	zap2 zep1 nan2 kak pai2 zep1 "aim2" ka1 kait.	彼言何時我言「在」此善。	tā gàosu wǒ shénme shíhou gāi shuō shì.	他告诉我什么时候该说是。	彼.言2.何時.我.言.在4.此.善3		
Why?	nan2 xit2?	何故？	Wèishénme?	为什么？	何故	oga	jekto.vatimeliju
Why did they go?	zap2 ge nan2 xit2 mok1?	彼等何故行？	Tāmen wèishénme qù?	他们为什么去？	彼等.何故.行	oga	jekto.vatimeliju
Why did she go?	zap2 nan2 xit2 mok1?	彼何故行？	Tā wèishénme qù?	她为什么去？	彼.何故.行	oga	jekto.vatimeliju
Why did you do like that?	mua2 nan2 xit2 em ka1 zau?	汝何故如此為？	Nǐ wèishénme nàme zuò?	你为什么那么做？	汝.何故.如2.此.為	oga	jekto.vatimeliju
Each person says one sentence.	ie et2 cuk2 zep1 et2 tauk1.	於一人言一文。	Yī rén shuō yī jù.	一人说一句。	於一.人.言.一.文	oga	jekto.vatimeliju
I'd like to say a few words to you.	pai2 hia1 zep1 hue1 ie mua2.	我心言少於汝。	Wǒ xiǎng duì nǐ shuō jǐ jù huà. (also duì -> gen3, gei3) (also shuō -> jiang3)	我想对你说几句话。	我.心.言4.少.於1.汝	oga	jekto.vatimeliju
Is there anything I should do?	pai2 ly zau aim2 yn2?	我須為在乎？	yǒu shénme shì, shì wǒ gāi zuò de ma?	有什么事是我该做的吗？	我.須.為.在5.乎	oga	jekto.vatimeliju
What time is it now?	ka1 kak nan2 zuo1?	此時何片？	Xiànzài jǐ diǎn le? (also Xiànzài shì jǐ diǎn?)	现在几点了？	此時.何片	oga	jekto.vatimeliju
She has a lot to do.	zap2 ly zau aim2 taun1.	彼須為在多。	tā yǒu hěn duō shì yào zuò. (also gai zuo de)	她有很多事要做。	彼.須.為.在多	oga	jekto.vatimeliju
There is a lot of money here.	ka1 hue taun1 su1 aim2	此処多銭在。	Zhè yǒu hěn duō qián.	这有很多钱。	此処.多.銭.在5	oga	jekto.vatimeliju
How's the situation now?	ka1 kak em nan2?	此時如何？	Xiànzài de qíngkuàng zěnmeyàng?	现在的情况怎么样？	此時.如.何		
I'll tell you something.	pai2 mok1 zep1 mua2 cue1.	我行言汝或。	Wǒ gàosu nǐ yī jiàn shì.	我告诉你一件事。	我.行2.言5.汝.或	oga	jekto.vatimeliju
I feel very good today.	pai2 ka1 kia1 kit kait.	我此日極善。	Wǒ jīntiān gǎnjué hěn hǎo.	我今天感觉很好。	我.此日.極.善	oga	jekto.vatimeliju
How do you feel? he asked.	zap2 zep1 "mua2 em nan2?"	彼言「汝如何？」	nǐ gǎnjué zěnmeyàng? tā wèn.	“你感觉怎么样？”他问。	彼.言.汝.如.何		
"Do you like your work?" "Yeah. It's really interesting."	"mua2 hia1 kait mua2 naip2?" "kait. kit pua2 aim2."	「汝心善汝労？」「善。極風在。」	"Nǐ xǐhuān nǐ de gōngzuò ma?" "Shì de. Hěn yǒuqù." (also "you yisi")	「你喜欢你的工作吗？」「是的。很有趣。」	汝.心善.汝2.労2.善4.極.風在	oga	jekto.vatimeliju
What's the date today?	ka1 kia1 nan2 pui1 kia1?	此日何位日？	Jīntiān jǐ yuè jǐ rì?	今天几月几日？	此日.何2.位.日	oga	jekto.vatimeliju
What month is next month?	ut2 xem1 nan2 xem1?	下月何月？	Xià gè yuè shì jǐ yuè?	下个月是几月？	下3.月.何2.月	oga	jekto.vatimeliju
The weather is very good today.	ka1 kia1 syt2 pua2 kait.	此日天風善。	jīntiān tiānqì hěn hǎo.	今天天气很好。	此日.天風.善3	oga	jekto.vatimeliju
The weather is just so nice.	syt2 pua2 kit kait.	天風極善。	Tiānqì zhème hǎo.	天气这么好。	天風.極.善3	oga	jekto.vatimeliju
Are you busy today?	ka1 kia1 mua2 ly taun1 yn2?	此日汝須多乎？	nǐ jīntiān máng ma?	你今天忙吗？	此日.汝.須多.乎	oga	jekto.vatimeliju
I'm very busy.	ie pai2 ly taun1 kit taun1.	於我須多極多。	wǒ hěn máng. 	我很忙。	於0.我.須多2.極.多	oga	jekto.vatimeliju
Who is Mr. Yay?	iei2 xizi nan2 cuk2?	春xizi何人？	Shéi shì Chūn xiānsheng?	谁是春先生？	春.xizi.何2.人		
Why did Mr. Yay do that?	iei2 xizi nan2 xit2 zau ka1?	春xizi何故為此？	Chūn xiānsheng wèishénme nàme zuò?	春先生为什么那么做？	春.xizi.何故.為.此	oga	jekto.vatimeliju
I worked for ten days.	ie nun1 kia1 pai2 lit1 py ie naip2.	於十日我入力於労。	Wǒ gōngzuòle shí tiān.	我工作了十天。	於dur.十.日.我.入力.於.労2	oga	jekto.vatimeliju
I think what you say is true.	pai2 hia1 mua2 zep1 put.	我心汝言真。	wǒ juéde nǐ shuō de shì zhēn de.	我觉得你说的是真的。	我.心4.汝.言.真	oga	jekto.vatimeliju
Where does she live?	zap2 mut2 aim2 nan2 hue?	彼家在何処？	Tā zhùzài​ nǎli?	她住在哪里？	彼2.家.在6.何処		
Where does your friend live?	mua2 hi1 a mut2 aim2 nan2 hue?	汝友之家在何処？	Nǐ de péngyou zhù nǎli?	你的朋友住哪里？	汝2.友.之.家.在6.何処	oga	jekto.vatimeliju
I don't understand Pekzep.	pai2 mun1 can2 pek2 zep1.	我無識牌言。	Wǒ bù dǒng Páiyǔ.	我不懂牌语。	我.無.識.牌言	oga	jekto.vatimeliju
I do not know how to write Pekzep.	pai2 mun1 can2 kua2 pek2 zep1 a sit1.	我無識筆牌言之術。	Wǒ bù huì xiě Páiyǔ.	我不会写牌语。	我.無.識.筆2.牌言.之2.術	oga	jekto.vatimeliju
She teaches Pekzep.	zap2 tui2 pek2 zep1 a nui2.	彼与牌言之学。	Tā jiāo Páiyǔ.	她教牌语。	彼.与#学.牌言.之.与!学		
I teach Pekzep.	pai2 tui2 pek2 zep1 a nui2.	我与牌言之学。	Wǒ jiāo Páiyǔ.	我教牌语。	我.与#学.牌言.之.与!学	oga	jekto.vatimeliju
My friend teaches Pekzep.	pai2 hi1 tui2 pek2 zep1 a nui2.	我友与牌言之学。	Wǒ de péngyou jiāo Páiyǔ.	我的朋友教牌语。	我2.友.与#学.牌言.之.与!学	oga	jekto.vatimeliju
Of course it's okay.	nau zui1. ze1 kait.	勿論。其善。	Dāngrán kěyǐ.	当然可以！	勿論.其.善	oga	jekto.vatimeliju
Do you know Linzklā characters? I don't know them.	mua2 can2 lin man1 yn2? pai2 mun1 can2.	汝識清字乎？我無識。	Nǐ rènshi línzì ma? Wǒ bú rènshi.	你认识磷字吗？我不认识。	汝.識.清字.乎.我.無.識	oga	jekto.vatimeliju
What are you doing?	mua2 aim2 zau nan2?	汝在為何？	Nǐ zài gàn shénme?	你在干什么？	汝.在.為.何	oga	jekto.vatimeliju
He doesn't like his classmates.	zap2 mun1 hia1 kait zap2 a nui2 hi1.	彼無心善彼之学友。	Tā bù xǐhuan tā de tóngxuémen.	他不喜欢他的同学们。	彼.無.心善.彼.之.学友	oga	jekto.vatimeliju
We're classmates.	pai2 ge nui2 hi1.	我等学友。	wǒmen shì tóngxué.	我们是同学。	我等.∅.学友	oga	jekto.vatimeliju
My classmate doesn't have any money.	pai2 nui2 hi1 su1 mun1.	我学友銭無。	Wǒ de tóngxué méi yǒu qián.	我的同学没有钱。	我2.学友.銭無	oga	jekto.vatimeliju
In the end, she didn't come.	ta ua zap2 mun1 sak2.	終而彼無来。	zuìhòu tā méi yǒu lái.	最后她没有来。	終而.彼.無.来2		
Excuse me, do you have a cell phone?	xizi a. hop1 zep1 kik1 aim2 yn2?	xizi噫。手言機在乎？	Qǐngwèn, nǐ yǒu shǒujī ma?	请问,你有手机吗？	xizi噫.手言機.在5.乎	oga	jekto.vatimeliju
Where is your cell phone?	mua2 a hop1 zep1 kik1 aim2 nan2 hue?	汝之手言機在何処？	Nǐ de shǒujī zài nǎli?	你的手机在哪里？	汝.之.手言機.在5.何処	oga	jekto.vatimeliju
This is a cell phone.	ka1 hop1 zep1 kik1.	此手言機。	Zhè shì shǒujī.	这是手机。	此.∅.手言機	oga	jekto.vatimeliju
I have a cell phone.	ie pai2 hop1 zep1 kik1 aim2.	於我手言機在。	Wǒ yǒu shǒujī.	我有手机。	於0.我.手言機.在5		
Excuse me, where is the school?	xizi a. nui2 hue nan2 hue?	xizi噫。学処何処？	Qǐngwèn, xuéxiào zài nǎli?	请问,学校在哪里？	xizi噫.学処.∅.何処		
Where can I buy a cell phone?	pai2 nan2 hue py ian1 su1 ie hop1 zep1 kik1.	我何処力生銭於手言機。	Nǎli kěyǐ mǎi shǒujī?	哪里可以买手机？	我.何処.力.生銭.於1.手言機		
I can't afford to buy that.	ie ze1 a su1 mun1 ian1.	於其之銭無生。	wǒ mǎibùqǐ nà ge.	我买不起那个。	於q.其.之.銭.無.生		
We've returned home.	pai2 ge ty sak2 mut2.	我等再来家。	Wǒmen huíjiā le.	我们回家了。	我等.再来.家		
What time is he going back home?	zap2 nan2 kak ty sak2 mut?	彼何時再来家？	Tā jǐdiǎn huí jiā?	他几点回家？	彼.何時.再来.家		
Can I go home?	pai2 py ty sak2 mut2 yn2?	我力再来家乎？	Wǒ kěyǐ huí jiā ma?	我可以回家吗？	我.力.再来.家.乎		
She can return home.	zap2 py ty sak2 mut2.	彼力再来家。	Tā kěyǐ huí jiā.	她可以回家。	彼.力.再来.家		
What time are you going home?	mua2 nan2 kak ty sak2 mut2?	汝何時再来家？	Nǐ jǐdiǎn huí jiā?	你几点回家？	汝.何時.再来.家		
